comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg,Catg  
Debate con la GALINDO eso sería lo correcto para ambos. de cara al pueblo.,40.0,35.0,70.0,35.0,30.0,40.0,53.5,0.0,
Plural ???,45.0,40.0,75.0,30.0,25.0,35.0,58.5,0.0,
Sos un pobre Asnorante igual que ti tio el evaristo.,70.0,75.0,85.0,10.0,15.0,20.0,79.75,-1.0,
1000 a un 🍌 podrido que no va,60.0,65.0,70.0,15.0,10.0,20.0,72.5,-1.0,
* así está Lara,50.0,55.0,75.0,25.0,20.0,30.0,64.75,0.0,
"Tranquilo Gato - Kewa, llorón, aunque transmitan el debate en tod… Ver más",55.0,50.0,80.0,20.0,15.0,25.0,67.75,-1.0,
Bien capitán LARA,20.0,15.0,65.0,55.0,50.0,40.0,37.75,0.0,
Y el miedo?? Para debatir es con cerebro,45.0,40.0,75.0,30.0,25.0,35.0,58.5,0.0,
"Ya nadie quiere verte debatir, SOS muy OPA.",60.0,65.0,75.0,15.0,10.0,20.0,73.25,-1.0,
Ya se fumo este tipo,55.0,60.0,70.0,15.0,10.0,20.0,70.25,-1.0,
Q te creerás anda manda a tu casa,65.0,70.0,75.0,10.0,5.0,15.0,77.5,-1.0,
"""Quiero al Pumacuchi y a la Antelo 😭"", exclamó el 0pa 🥴🫰🏻💸",60.0,65.0,70.0,15.0,10.0,20.0,72.5,-1.0,
Con razón le dieron baja tremendo maraco había sido,70.0,75.0,70.0,10.0,5.0,15.0,79.0,-1.0,
No le entra una aguja a esa argolla 🍑 🪡,65.0,70.0,65.0,10.0,5.0,15.0,76.0,-1.0,
Si un tipo que aspira gobernar el.pais condidera que débatir en santa cruz o que existen terrenos y personas hostiles ...algo … Ver más,45.0,40.0,80.0,30.0,25.0,35.0,59.25,0.0,
"No tiene condiciones, no le da el Tari.. propuso un debate en el Abasto, tampoco quiso ir. Nunca firmo el pacto de no Guerra s… Ver más",55.0,50.0,85.0,25.0,20.0,30.0,66.5,-1.0,
"LA SEGUNDA VUELTA GANAREMOS CON EL 65 %,SOMOS-NUIL-NUEVAS IDEAS CON LIBERTAD,NUESTRA LUCHA ES CONTRA TODOS LOS CORRUPTOS,JUECE… Ver más",35.0,30.0,80.0,45.0,40.0,50.0,48.75,0.0,
"Quiere debatir con moderadores plurinacionales masistas, para armar la farza, como lo han hecho siempre.",60.0,55.0,90.0,20.0,15.0,25.0,71.5,-1.0,
Y q mas desea su corazon?...si alguien le hace una pregunta en la calle acaso va a pedir responder en un lugar cómodo para él?… Ver más,50.0,45.0,75.0,30.0,25.0,35.0,60.75,0.0,
A este paquito no le da para debatir de política no va asistir. Lo único q save es sacar multa y estorcionar a la gente para eso es bueno este 🤡,65.0,70.0,80.0,15.0,10.0,20.0,76.25,-1.0,
"Tiene miedo ir a debates, porque es preso de sus promesas, además de las múltiples denuncias de corrupción en su contra.",55.0,50.0,85.0,25.0,20.0,30.0,66.5,-1.0,
Q el moderador del debate sea El señor Jhon.Arandia por q secilia y la de señora de unitel se in clinan a fabor de tuto eso se… Ver más,40.0,35.0,75.0,35.0,30.0,40.0,54.25,0.0,
Jejeje,45.0,40.0,70.0,25.0,20.0,30.0,59.75,0.0,
Gallina....pedazo de masista,70.0,75.0,85.0,10.0,15.0,20.0,79.75,-1.0,
Maria Galindo que sea la Moderadora en Cochabamba,35.0,30.0,70.0,40.0,35.0,45.0,49.25,0.0,
Ni vba ir estte kewa lloron,60.0,65.0,75.0,15.0,10.0,20.0,73.25,-1.0,
"Porque le dan tanta atención si no quiere allá el, creo que a esta altura ya saben los bolivianos por quien votar 🗳️por lo mis… Ver más",40.0,35.0,75.0,35.0,30.0,40.0,54.25,0.0,
Está buscando pretextos para no debatir era lógico no tiene preparación sea valiente y de la cara que miedo hay si los moderad… Ver más,45.0,40.0,80.0,30.0,25.0,35.0,59.25,0.0,
Tiene miedo 😂 🤣 😂 🤣 😂,50.0,55.0,70.0,20.0,15.0,25.0,66.0,0.0,
En el chapare quiere debatir.,45.0,40.0,85.0,30.0,25.0,35.0,60.0,0.0,
El debate que tiene que ver con elecciones. Acaso el pueblo pede debate. Los políticos corruptos están poniendo costumbre. Bol… Ver más,35.0,30.0,75.0,40.0,35.0,45.0,50.0,0.0,
Opa chistoso 🤣🤣,50.0,55.0,70.0,20.0,15.0,25.0,66.0,0.0,
"Que podria debatir este que te importa? Ni con su conyuge iletrada e ignorante, no debe tener ni de qué hablar. Proferir amena… Ver más",65.0,70.0,80.0,15.0,10.0,20.0,76.25,-1.0,
Anda a debatir con los laris del Mas tus eres uno y peor que ellos,70.0,75.0,85.0,10.0,15.0,20.0,79.75,-1.0,
"Que va ir pues el opa si no sabe que decir, no sabe ni dónde está parado, por eso pone excusas, si no sabe nada el imbesil, sa… Ver más",65.0,70.0,80.0,15.0,10.0,20.0,76.25,-1.0,
Fuerza Lara,20.0,15.0,65.0,55.0,50.0,40.0,37.75,0.0,
Así quiere manejar un país Dios nos libre de este personaje,55.0,50.0,80.0,25.0,20.0,30.0,65.75,0.0,
Galindo es la moderadora del debate 🤣🤣,45.0,40.0,70.0,30.0,25.0,35.0,57.75,0.0,
"Pero si no queria en el mercado sin nadie q le diga nada, muy idiota el tipo, cae mal 😖",60.0,65.0,75.0,20.0,15.0,25.0,71.25,-1.0,
Opa,55.0,60.0,70.0,20.0,15.0,25.0,68.25,-1.0,
Miedo y cobardía,50.0,55.0,75.0,25.0,20.0,30.0,64.75,0.0,
Y este ??ahora quiere en otro lugar.cree que los T.S.E.estan a su mando para celebrar donde a él le de su regalada gana??,55.0,50.0,80.0,25.0,20.0,30.0,65.75,0.0,
Que va debatir mas sabe un burro de freno que este administrar un pais,60.0,65.0,75.0,20.0,15.0,25.0,71.25,-1.0,
TUTO PRESIDENTE LA ÚNICA OPCIÓN PARA SALVAR BOLIVIA CON UNA PROPUESTA REAL ❤️💛💚,15.0,10.0,80.0,75.0,80.0,70.0,27.75,1.0,
A llorar ahora,55.0,50.0,60.0,20.0,15.0,10.0,66.25,-1.0,
JORGE TUTO QUIROGA PRESIDENTE DE BOLIVIA DIGAN LO QUE DIGAN,25.0,20.0,75.0,60.0,65.0,55.0,37.5,0.0,
Fuerza juan Pablo eres un hombre extraordinario,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Sigue adelante JP 💪,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
JP vicepresidente,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
Valientes para quebrar bancos ahora sale que es llorón,65.0,70.0,65.0,15.0,10.0,5.0,75.5,-1.0,
JP VELASCO VICEPRESIDENTE 🇧🇴👍🏽🙏,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
Quien siembra cosecha 🌾,15.0,10.0,60.0,70.0,75.0,65.0,26.75,1.0,
La única opción TUTO PRESIDENTE Siiiiiiiii,15.0,10.0,75.0,70.0,75.0,65.0,29.0,1.0,
"Fuerza JP, falta poco.",10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Igual votaremos tuto,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Fuerza JP!! ❤️💛💚,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Adelante J P,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Dios los bendiga y proteja siempre 🙏,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Dios te proteja y sigas adelante ya estas aunos dias de que ganes las eleciones juan pablo,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
JP VAMOS ADELANTE TE APOYAMOS,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
"Deberían haber hecho este mismo show cuando Evo era presidente, si van a recordarle la vida al postulante, también recuerden q nadie decía ni hacia nada durante 20 años llenos de racismo",50.0,45.0,75.0,45.0,40.0,35.0,56.25,0.0,
Son expertos para hacer show,45.0,40.0,65.0,25.0,20.0,15.0,60.5,0.0,
"Sigue adelante JP, lo lograremos!!",15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
El candidato de red uno,30.0,25.0,65.0,50.0,45.0,40.0,43.75,0.0,
Dios los bendiga usteds van a ganar,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
APOYO A TUTO.,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
DIOS NOS LIBRE DE LOS MASISTAS,35.0,30.0,80.0,55.0,50.0,45.0,46.25,0.0,
Libres siempre libres!!! Es con TUTO PRESiDENTE.,20.0,15.0,75.0,65.0,70.0,60.0,33.25,0.0,
Dios bendiga tu vida JP,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Vamos J P ViCE PRESIDENTE,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Dios lo bendiga proteja cuide siempre,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Dios los proteja de la gente mala en todo momento 🙏,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
En tu sueños infantil .,50.0,45.0,65.0,20.0,15.0,10.0,64.75,0.0,
"JP eres un gran ser humano, fuerza ya no saben que hacer los masistas",20.0,15.0,70.0,65.0,70.0,60.0,32.5,1.0,
"Y los mal llamados medios poniendo en primera plana al sin vergüenza racista, odiador y soberbio",70.0,75.0,75.0,15.0,10.0,5.0,79.25,-1.0,
"Esta gente resentida,odiadora y como le están dando duro a JP por ser cruceño ,infelices como destilan odio a todo lo que sale del oriente, pero tras que se dice algo contra ellos apelan a su vendida ley",75.0,80.0,80.0,15.0,10.0,5.0,82.25,-1.0,
JPno haga caso a los lenguas largas. Son masistas.,55.0,50.0,75.0,25.0,20.0,15.0,66.5,-1.0,
"Inteligente , innovador , valiente, capaz, y sobre todo educado y con muchos valores..Tuto y JP presidente",15.0,10.0,70.0,80.0,85.0,75.0,24.25,1.0,
Fuerza JP ❤️💛💚💪,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Dios lo Bendiga y proteja siempre 🙏🏻 Juan Pablo Velasco,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Bendiciones 🙏🙏🙏,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Nica..... Votaría por los racistas.....,60.0,65.0,70.0,20.0,15.0,10.0,72.0,-1.0,
Jp presidente tuto Quiroga presidente viva la libertad viva la democracia,20.0,15.0,80.0,70.0,75.0,65.0,32.0,1.0,
Tuto cayó bajo al elegir a su vice o le hicieron pisar el palito,45.0,40.0,70.0,35.0,30.0,25.0,57.25,0.0,
Siga adelante JP. VELASCO,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Eso es lo que estan haciendo estos masista como hay un gran rebaño que lo apoyan cierto?,55.0,50.0,75.0,25.0,20.0,15.0,66.5,-1.0,
Sigue adelante JP a esta gente que abla tanto de racismo déjalo que se muerdan la lengua 😛 estas cobras 🐍 ya falta poco para festejar el triunfo todo el pueblo te apoya sin contar con las ratas 🐀 y las moscas Masista,80.0,85.0,80.0,10.0,5.0,5.0,86.0,-1.0,
"cusndo estab evo y ahora srce no se podia hacer nada porque siempre se hizo lo que a ellos les daba la gana inponian , amenazaban ,estorsionaban y por ultimo enviaban a matar y luego se hacian a las victimas ,angelitos , ovejitas sin embargo son lobos feroses raviosos y peligrosos",85.0,90.0,85.0,10.0,5.0,5.0,89.0,-1.0,
Es puro montaje,40.0,35.0,65.0,25.0,20.0,15.0,58.25,0.0,
Racista,65.0,70.0,70.0,15.0,10.0,5.0,76.25,-1.0,
Donde esta el racista Edman Lara el es unico envidioso racista.,70.0,75.0,75.0,15.0,10.0,5.0,79.25,-1.0,
SINVERGUENZA SON LOS QUE JUNTARON AL MAS,60.0,65.0,75.0,20.0,15.0,10.0,72.75,-1.0,
Como es la guerra sucia mientras uno quiere ser triunfador,40.0,35.0,70.0,40.0,35.0,30.0,53.0,0.0,
Dios te bendiga Juan Pablo Velasco y te proteja de esta mafia del mas,20.0,15.0,70.0,70.0,75.0,65.0,30.5,1.0,
"Fuerza JP, futuro vicepresidente de Bolivia!!!",15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Jaja,35.0,30.0,55.0,30.0,25.0,20.0,52.5,0.0,
Con la bendición de Dios JP,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Bendiciones JP,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Cómo puede ser nuestro vicepresidente un desfalcador del banco Fasil,65.0,70.0,70.0,20.0,15.0,10.0,74.25,-1.0,
Falta poco para que se vayan,40.0,35.0,70.0,35.0,30.0,25.0,55.0,0.0,
Vamos sigue adelante JP no haga caso a estos q quieren el mal a la gente .... todos son los masistas dolidos,60.0,65.0,75.0,25.0,20.0,15.0,70.75,-1.0,
Racistas,65.0,70.0,70.0,15.0,10.0,5.0,76.25,-1.0,
Fuerza señor jp,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
"Estamos orando por J.P Dios te guarde y te cubra con su dangre poderosa, NO TEMAS NI DESMAYES DIOS ESTA CONTIGO.🙏🙏🙏🙏",10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Otro rata cora quien a vaciado banco facil,70.0,75.0,70.0,15.0,10.0,5.0,78.5,-1.0,
No estas solo JP tenes a Bolivia en apoyo 💪❤💛💚,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
"La Red Uno no deberia tener preferencia politica, yo apoyo a Tuto, pero le atacaron mucho a Lara, y cuando aparece algo de JP no dicen nada",35.0,30.0,70.0,55.0,50.0,45.0,44.75,0.0,
ACUSALE CON TU MAMÁ,60.0,65.0,60.0,20.0,15.0,10.0,70.5,-1.0,
DIOS LO BENDIGA Y LO PROTEJA,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Ya no saben que hablar,35.0,30.0,65.0,35.0,30.0,25.0,52.0,0.0,
Tuto presidente y JP vicepresidente.,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
JP.NUESTRO VICE PRESIDENTE NATO🇧🇴🇧🇴🇧🇴,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
JP vicepresidente,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
Dios té bendiga siempre JP vicepresidente,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
VAMOS JP 💪 💪💪🇧🇴🇧🇴🇧🇴,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Tuto presidente,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
"El debate fué claro, con un candidato serio, propositivo,",20.0,15.0,65.0,75.0,80.0,70.0,27.75,1.0,
Dios los acompañe mí Vice PDT JP,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Ese cuate noseve ni en la pelea de perros,60.0,65.0,65.0,20.0,15.0,10.0,71.25,-1.0,
Y con tuto,15.0,10.0,65.0,65.0,70.0,60.0,29.5,1.0,
"Fuerza eres todo un caballero, se te ve en los ojos la clase de persona que eres , tienes la bendición de Dios el te cuida y proteje.",10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Diga lo que digan no importa,30.0,25.0,65.0,45.0,40.0,35.0,45.75,0.0,
Llorona quejarte atu. Mama,60.0,65.0,60.0,20.0,15.0,10.0,70.5,-1.0,
Yooooooo votaré por JP,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Racista.,65.0,70.0,70.0,15.0,10.0,5.0,76.25,-1.0,
Tuto presidente,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
Red uno es una miiiiiik por qué no ponen l a verdad y co siempre publican a sus bolsillos pero señores es una manera educada de decir es más gente estúpida mi Bolivia se da cuenta de los males que están haciendo,70.0,75.0,75.0,25.0,20.0,15.0,75.25,-1.0,
JP que yo sepa nunca escucho ensultando alos masista por ejemplo ese tal Edman y Rodrigo porque todos los masista esntán con ellos,45.0,40.0,75.0,45.0,40.0,35.0,54.0,0.0,
Tuto presidente así será,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Tuto presidente,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
"Dios Todopoderoso en este mundo hay mucho odio y prejuicio, todos estamos bajo tu mirada, sólo Tú, sabes lo que hay en el corazón del ser humano. Protege a la gente de bien.",15.0,10.0,65.0,80.0,85.0,75.0,23.5,1.0,
Odiador busca pleito rrasista son los masista peleador se acuerda lo que dijo una bes tu presidente los cambitas están ocultando el arroz aceite acaso nose acuerdan de ese ahi nadie dise nada,75.0,80.0,80.0,20.0,15.0,10.0,80.25,-1.0,
Cristalito a llorar a otra parte las malas acciones siempre tienen consecuencias 🤪,65.0,70.0,65.0,20.0,15.0,10.0,73.5,-1.0,
Todos los bolivianos unidos podemos TUTO presidente de Bolivia siiiii,20.0,15.0,75.0,70.0,75.0,65.0,31.25,1.0,
"Aguante JP, tiene mucho apoyo .",15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
TUTO PRESIDENTE VICE JP,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Racista,65.0,70.0,70.0,15.0,10.0,5.0,76.25,-1.0,
Para que saber más sobre esta persona su dinero no le sirve de nada para convencer a un país,40.0,35.0,70.0,35.0,30.0,25.0,55.0,0.0,
Red uno de Bolivia siempre fue un canal partidista racista tergiversando la información y ocultando la verdad q se puede esperar si siempre tuvo color politico,70.0,75.0,75.0,25.0,20.0,15.0,75.25,-1.0,
"FUERZA JP!!! tu eres un profesional humilde, educado y preparado es lo que necesita nuestra amada BOLIVIA!!!",15.0,10.0,70.0,80.0,85.0,75.0,24.25,1.0,
Tuto presidente,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
Tuto presidente,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
Racistaaaaa.... Nunca,65.0,70.0,70.0,15.0,10.0,5.0,76.25,-1.0,
TUTO PRESIDENTE LA ÚNICA OPCIÓN PARA SALVAR BOLIVIA CON UNA PROPUESTA REAL ❤️💛💚,15.0,10.0,80.0,75.0,80.0,70.0,27.75,1.0,
A llorar ahora,55.0,50.0,60.0,20.0,15.0,10.0,66.25,-1.0,
JORGE TUTO QUIROGA PRESIDENTE DE BOLIVIA DIGAN LO QUE DIGAN,25.0,20.0,75.0,60.0,65.0,55.0,37.5,0.0,
Fuerza juan Pablo eres un hombre extraordinario,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Sigue adelante JP 💪,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
JP vicepresidente,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
Valientes para quebrar bancos ahora sale que es llorón,65.0,70.0,65.0,15.0,10.0,5.0,75.5,-1.0,
JP VELASCO VICEPRESIDENTE 🇧🇴👍🏽🙏,10.0,5.0,70.0,70.0,75.0,65.0,26.0,1.0,
Quien siembra cosecha 🌾,15.0,10.0,60.0,70.0,75.0,65.0,26.75,1.0,
La única opción TUTO PRESIDENTE Siiiiiiiii,15.0,10.0,75.0,70.0,75.0,65.0,29.0,1.0,
"Fuerza JP, falta poco.",10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Igual votaremos tuto,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Fuerza JP!! ❤️💛💚,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Adelante J P,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Dios los bendiga y proteja siempre 🙏,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Dios te proteja y sigas adelante ya estas aunos dias de que ganes las eleciones juan pablo,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
JP VAMOS ADELANTE TE APOYAMOS,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
"Deberían haber hecho este mismo show cuando Evo era presidente, si van a recordarle la vida al postulante, también recuerden q nadie decía ni hacia nada durante 20 años llenos de racismo",50.0,45.0,75.0,45.0,40.0,35.0,56.25,0.0,
Son expertos para hacer show,45.0,40.0,65.0,25.0,20.0,15.0,60.5,0.0,
"Sigue adelante JP, lo lograremos!!",15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
El candidato de red uno,30.0,25.0,65.0,50.0,45.0,40.0,43.75,0.0,
Dios los bendiga usteds van a ganar,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
APOYO A TUTO.,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
DIOS NOS LIBRE DE LOS MASISTAS,35.0,30.0,80.0,55.0,50.0,45.0,46.25,0.0,
Libres siempre libres!!! Es con TUTO PRESiDENTE.,20.0,15.0,75.0,65.0,70.0,60.0,33.25,0.0,
Dios bendiga tu vida JP,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Vamos J P ViCE PRESIDENTE,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Dios lo bendiga proteja cuide siempre,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Dios los proteja de la gente mala en todo momento 🙏,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
En tu sueños infantil .,50.0,45.0,65.0,20.0,15.0,10.0,64.75,0.0,
"JP eres un gran ser humano, fuerza ya no saben que hacer los masistas",20.0,15.0,70.0,65.0,70.0,60.0,32.5,1.0,
"Y los mal llamados medios poniendo en primera plana al sin vergüenza racista, odiador y soberbio",70.0,75.0,75.0,15.0,10.0,5.0,79.25,-1.0,
"Esta gente resentida,odiadora y como le están dando duro a JP por ser cruceño ,infelices como destilan odio a todo lo que sale del oriente, pero tras que se dice algo contra ellos apelan a su vendida ley",75.0,80.0,80.0,15.0,10.0,5.0,82.25,-1.0,
JPno haga caso a los lenguas largas. Son masistas.,55.0,50.0,75.0,25.0,20.0,15.0,66.5,-1.0,
"Inteligente , innovador , valiente, capaz, y sobre todo educado y con muchos valores..Tuto y JP presidente",15.0,10.0,70.0,80.0,85.0,75.0,24.25,1.0,
Fuerza JP ❤️💛💚💪,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Dios lo Bendiga y proteja siempre 🙏🏻 Juan Pablo Velasco,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Bendiciones 🙏🙏🙏,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Nica..... Votaría por los racistas.....,60.0,65.0,70.0,20.0,15.0,10.0,72.0,-1.0,
Jp presidente tuto Quiroga presidente viva la libertad viva la democracia,20.0,15.0,80.0,70.0,75.0,65.0,32.0,1.0,
Tuto cayó bajo al elegir a su vice o le hicieron pisar el palito,45.0,40.0,70.0,35.0,30.0,25.0,57.25,0.0,
Siga adelante JP. VELASCO,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
Eso es lo que estan haciendo estos masista como hay un gran rebaño que lo apoyan cierto?,55.0,50.0,75.0,25.0,20.0,15.0,66.5,-1.0,
Sigue adelante JP a esta gente que abla tanto de racismo déjalo que se muerdan la lengua 😛 estas cobras 🐍 ya falta poco para festejar el triunfo todo el pueblo te apoya sin contar con las ratas 🐀 y las moscas Masista,80.0,85.0,80.0,10.0,5.0,5.0,86.0,-1.0,
"cusndo estab evo y ahora srce no se podia hacer nada porque siempre se hizo lo que a ellos les daba la gana inponian , amenazaban ,estorsionaban y por ultimo enviaban a matar y luego se hacian a las victimas ,angelitos , ovejitas sin embargo son lobos feroses raviosos y peligrosos",85.0,90.0,85.0,10.0,5.0,5.0,89.0,-1.0,
Es puro montaje,40.0,35.0,65.0,25.0,20.0,15.0,58.25,0.0,
Racista,65.0,70.0,70.0,15.0,10.0,5.0,76.25,-1.0,
Donde esta el racista Edman Lara el es unico envidioso racista.,70.0,75.0,75.0,15.0,10.0,5.0,79.25,-1.0,
SINVERGUENZA SON LOS QUE JUNTARON AL MAS,60.0,65.0,75.0,20.0,15.0,10.0,72.75,-1.0,
Como es la guerra sucia mientras uno quiere ser triunfador,40.0,35.0,70.0,40.0,35.0,30.0,53.0,0.0,
Dios te bendiga Juan Pablo Velasco y te proteja de esta mafia del mas,20.0,15.0,70.0,70.0,75.0,65.0,30.5,1.0,
"Fuerza JP, futuro vicepresidente de Bolivia!!!",15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
Jaja,35.0,30.0,55.0,30.0,25.0,20.0,52.5,0.0,
Con la bendición de Dios JP,10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Bendiciones JP,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
Cómo puede ser nuestro vicepresidente un desfalcador del banco Fasil,65.0,70.0,70.0,20.0,15.0,10.0,74.25,-1.0,
Falta poco para que se vayan,40.0,35.0,70.0,35.0,30.0,25.0,55.0,0.0,
Vamos sigue adelante JP no haga caso a estos q quieren el mal a la gente .... todos son los masistas dolidos,60.0,65.0,75.0,25.0,20.0,15.0,70.75,-1.0,
Racistas,65.0,70.0,70.0,15.0,10.0,5.0,76.25,-1.0,
Fuerza señor jp,10.0,5.0,65.0,75.0,80.0,70.0,23.25,1.0,
"Estamos orando por J.P Dios te guarde y te cubra con su dangre poderosa, NO TEMAS NI DESMAYES DIOS ESTA CONTIGO.🙏🙏🙏🙏",10.0,5.0,65.0,80.0,85.0,75.0,21.25,1.0,
Otro rata cora quien a vaciado banco facil,70.0,75.0,70.0,15.0,10.0,5.0,78.5,-1.0,
No estas solo JP tenes a Bolivia en apoyo 💪❤💛💚,15.0,10.0,70.0,70.0,75.0,65.0,28.25,1.0,
"La Red Uno no deberia tener preferencia politica, yo apoyo a Tuto, pero le atacaron mucho a Lara, y cuando aparece algo de JP no dicen nada",35.0,30.0,70.0,55.0,50.0,45.0,44.75,0.0,
ACUSALE CON TU MAMÁ,60.0,65.0,60.0,20.0,15.0,10.0,70.5,-1.0,
DIOS LO BENDIGA Y LO PROTEJA,5.0,0.0,60.0,85.0,90.0,80.0,16.25,1.0,
